date,sku,our_price,competitor,competitor_price,price_gap_pct
20201024,3,40.19,CompetitorA,45.57,13.4
20201024,3,40.19,CompetitorB,40.39,0.5
20201024,3,40.19,CompetitorC,38.21,-4.9
20201024,111,55.68,CompetitorA,48.95,-12.1
20201024,111,55.68,CompetitorB,45.78,-17.8
20201024,111,55.68,CompetitorC,55.11,-1.0
20201024,57,67.16,CompetitorA,68.32,1.7
20201024,57,67.16,CompetitorB,72.23,7.5
20201024,57,67.16,CompetitorC,65.44,-2.6
20210425,154,50.12,CompetitorA,54.67,9.1
20210425,154,50.12,CompetitorB,49.39,-1.5
20210425,154,50.12,CompetitorC,47.34,-5.5
20210425,149,30.48,CompetitorA,26.0,-14.7
20210425,149,30.48,CompetitorB,26.84,-11.9
20210425,149,30.48,CompetitorC,29.71,-2.5
20210425,52,37.7,CompetitorA,35.72,-5.3
20210425,52,37.7,CompetitorB,33.04,-12.4
20210425,52,37.7,CompetitorC,42.28,12.1
20210425,110,67.39,CompetitorA,55.37,-17.8
20210425,110,67.39,CompetitorB,66.1,-1.9
20210425,110,67.39,CompetitorC,73.41,8.9
20210425,6,59.88,CompetitorA,67.05,12.0
20210425,6,59.88,CompetitorB,68.64,14.6
20210425,6,59.88,CompetitorC,48.69,-18.7
20210425,1,53.14,CompetitorA,60.13,13.2
20210425,1,53.14,CompetitorB,53.61,0.9
20210425,1,53.14,CompetitorC,48.39,-8.9
20210425,39,41.46,CompetitorA,44.75,7.9
20210425,39,41.46,CompetitorB,33.77,-18.5
20210425,39,41.46,CompetitorC,35.28,-14.9
20210425,57,67.16,CompetitorA,76.98,14.6
20210425,57,67.16,CompetitorB,70.67,5.2
20210425,57,67.16,CompetitorC,59.41,-11.5
20210425,155,41.49,CompetitorA,40.7,-1.9
20210425,155,41.49,CompetitorB,33.4,-19.5
20210425,155,41.49,CompetitorC,43.0,3.6
20210425,7,61.43,CompetitorA,55.83,-9.1
20210425,7,61.43,CompetitorB,58.0,-5.6
20210425,7,61.43,CompetitorC,55.7,-9.3
20210425,46,47.84,CompetitorA,46.34,-3.1
20210425,46,47.84,CompetitorB,53.03,10.8
20210425,46,47.84,CompetitorC,51.11,6.8
20210425,111,55.68,CompetitorA,45.39,-18.5
20210425,111,55.68,CompetitorB,58.86,5.7
20210425,111,55.68,CompetitorC,61.8,11.0
20210425,2,29.08,CompetitorA,29.64,1.9
20210425,2,29.08,CompetitorB,27.61,-5.1
20210425,2,29.08,CompetitorC,31.97,9.9
20210425,8,56.61,CompetitorA,64.88,14.6
20210425,8,56.61,CompetitorB,63.09,11.4
20210425,8,56.61,CompetitorC,48.35,-14.6
20210425,107,45.85,CompetitorA,42.64,-7.0
20210425,107,45.85,CompetitorB,44.85,-2.2
20210425,107,45.85,CompetitorC,52.26,14.0
20210425,83,57.47,CompetitorA,58.73,2.2
20210425,83,57.47,CompetitorB,52.88,-8.0
20210425,83,57.47,CompetitorC,47.61,-17.2
20210425,148,32.44,CompetitorA,29.63,-8.7
20210425,148,32.44,CompetitorB,35.57,9.6
20210425,148,32.44,CompetitorC,35.61,9.8
20210425,153,81.33,CompetitorA,87.31,7.4
20210425,153,81.33,CompetitorB,73.45,-9.7
20210425,153,81.33,CompetitorC,89.75,10.4
20210425,64,58.59,CompetitorA,54.48,-7.0
20210425,64,58.59,CompetitorB,50.07,-14.5
20210425,64,58.59,CompetitorC,62.55,6.8
20210425,76,40.06,CompetitorA,36.71,-8.4
20210425,76,40.06,CompetitorB,32.58,-18.7
20210425,76,40.06,CompetitorC,34.66,-13.5
20201116,64,58.59,CompetitorA,58.56,-0.1
20201116,64,58.59,CompetitorB,52.69,-10.1
20201116,64,58.59,CompetitorC,56.14,-4.2
20201116,6,59.88,CompetitorA,60.61,1.2
20201116,6,59.88,CompetitorB,65.19,8.9
20201116,6,59.88,CompetitorC,61.25,2.3
20201116,3,40.19,CompetitorA,36.08,-10.2
20201116,3,40.19,CompetitorB,35.81,-10.9
20201116,3,40.19,CompetitorC,37.44,-6.8
20201116,149,30.48,CompetitorA,32.33,6.1
20201116,149,30.48,CompetitorB,33.81,10.9
20201116,149,30.48,CompetitorC,29.74,-2.4
20201116,52,37.7,CompetitorA,39.25,4.1
20201116,52,37.7,CompetitorB,40.94,8.6
20201116,52,37.7,CompetitorC,38.62,2.4
20201116,155,41.49,CompetitorA,43.72,5.4
20201116,155,41.49,CompetitorB,36.61,-11.8
20201116,155,41.49,CompetitorC,42.61,2.7
20201116,76,40.06,CompetitorA,34.16,-14.7
20201116,76,40.06,CompetitorB,36.65,-8.5
20201116,76,40.06,CompetitorC,34.61,-13.6
20201116,39,41.46,CompetitorA,43.62,5.2
20201116,39,41.46,CompetitorB,33.99,-18.0
20201116,39,41.46,CompetitorC,45.81,10.5
20201116,7,61.43,CompetitorA,68.93,12.2
20201116,7,61.43,CompetitorB,51.77,-15.7
20201116,7,61.43,CompetitorC,58.98,-4.0
20201116,154,50.12,CompetitorA,55.52,10.8
20201116,154,50.12,CompetitorB,52.3,4.3
20201116,154,50.12,CompetitorC,47.88,-4.5
20201116,46,47.84,CompetitorA,43.09,-9.9
20201116,46,47.84,CompetitorB,47.91,0.1
20201116,46,47.84,CompetitorC,54.97,14.9
20201116,67,37.97,CompetitorA,39.19,3.2
20201116,67,37.97,CompetitorB,32.6,-14.1
20201116,67,37.97,CompetitorC,38.69,1.9
20201116,148,32.44,CompetitorA,27.77,-14.4
20201116,148,32.44,CompetitorB,26.2,-19.2
20201116,148,32.44,CompetitorC,31.93,-1.6
20201116,153,81.33,CompetitorA,84.61,4.0
20201116,153,81.33,CompetitorB,78.98,-2.9
20201116,153,81.33,CompetitorC,80.41,-1.1
20201116,1,53.14,CompetitorA,60.24,13.4
20201116,1,53.14,CompetitorB,47.91,-9.8
20201116,1,53.14,CompetitorC,60.8,14.4
20201116,2,29.08,CompetitorA,30.75,5.7
20201116,2,29.08,CompetitorB,26.25,-9.7
20201116,2,29.08,CompetitorC,27.18,-6.5
20201116,83,57.47,CompetitorA,56.67,-1.4
20201116,83,57.47,CompetitorB,47.2,-17.9
20201116,83,57.47,CompetitorC,59.47,3.5
20201116,111,55.68,CompetitorA,61.72,10.8
20201116,111,55.68,CompetitorB,54.37,-2.4
20201116,111,55.68,CompetitorC,58.4,4.9
20201116,57,67.16,CompetitorA,76.6,14.1
20201116,57,67.16,CompetitorB,55.7,-17.1
20201116,57,67.16,CompetitorC,54.49,-18.9
20201116,107,45.85,CompetitorA,47.92,4.5
20201116,107,45.85,CompetitorB,44.91,-2.1
20201116,107,45.85,CompetitorC,49.6,8.2
20210102,111,55.68,CompetitorA,57.98,4.1
20210102,111,55.68,CompetitorB,58.08,4.3
20210102,111,55.68,CompetitorC,53.68,-3.6
20210102,107,45.85,CompetitorA,40.17,-12.4
20210102,107,45.85,CompetitorB,39.31,-14.3
20210102,107,45.85,CompetitorC,50.32,9.7
20210102,76,40.06,CompetitorA,37.52,-6.3
20210102,76,40.06,CompetitorB,39.71,-0.9
20210102,76,40.06,CompetitorC,43.84,9.4
20210102,3,40.19,CompetitorA,39.79,-1.0
20210102,3,40.19,CompetitorB,44.46,10.6
20210102,3,40.19,CompetitorC,40.8,1.5
20210102,52,37.7,CompetitorA,39.99,6.1
20210102,52,37.7,CompetitorB,43.18,14.5
20210102,52,37.7,CompetitorC,40.01,6.1
20210102,155,41.49,CompetitorA,42.11,1.5
20210102,155,41.49,CompetitorB,47.59,14.7
20210102,155,41.49,CompetitorC,41.59,0.2
20210102,148,32.44,CompetitorA,28.02,-13.6
20210102,148,32.44,CompetitorB,32.62,0.6
20210102,148,32.44,CompetitorC,26.8,-17.4
20210102,154,50.12,CompetitorA,49.94,-0.4
20210102,154,50.12,CompetitorB,43.4,-13.4
20210102,154,50.12,CompetitorC,57.46,14.6
20210102,39,41.46,CompetitorA,39.83,-3.9
20210102,39,41.46,CompetitorB,40.8,-1.6
20210102,39,41.46,CompetitorC,44.24,6.7
20210102,64,58.59,CompetitorA,67.03,14.4
20210102,64,58.59,CompetitorB,49.73,-15.1
20210102,64,58.59,CompetitorC,66.4,13.3
20210102,67,37.97,CompetitorA,36.03,-5.1
20210102,67,37.97,CompetitorB,37.23,-1.9
20210102,67,37.97,CompetitorC,37.1,-2.3
20210102,83,57.47,CompetitorA,59.32,3.2
20210102,83,57.47,CompetitorB,55.29,-3.8
20210102,83,57.47,CompetitorC,56.85,-1.1
20210102,6,59.88,CompetitorA,56.16,-6.2
20210102,6,59.88,CompetitorB,57.57,-3.9
20210102,6,59.88,CompetitorC,56.34,-5.9
20210102,57,67.16,CompetitorA,77.14,14.9
20210102,57,67.16,CompetitorB,60.43,-10.0
20210102,57,67.16,CompetitorC,73.2,9.0
20210102,7,61.43,CompetitorA,52.61,-14.4
20210102,7,61.43,CompetitorB,69.51,13.2
20210102,7,61.43,CompetitorC,65.14,6.0
20210102,8,56.61,CompetitorA,54.6,-3.6
20210102,8,56.61,CompetitorB,47.21,-16.6
20210102,8,56.61,CompetitorC,47.46,-16.2
20210102,153,81.33,CompetitorA,91.66,12.7
20210102,153,81.33,CompetitorB,88.37,8.7
20210102,153,81.33,CompetitorC,90.83,11.7
20210102,149,30.48,CompetitorA,30.26,-0.7
20210102,149,30.48,CompetitorB,27.3,-10.4
20210102,149,30.48,CompetitorC,28.95,-5.0
20210102,110,67.39,CompetitorA,76.44,13.4
20210102,110,67.39,CompetitorB,67.49,0.1
20210102,110,67.39,CompetitorC,60.66,-10.0
20210102,1,53.14,CompetitorA,58.03,9.2
20210102,1,53.14,CompetitorB,44.69,-15.9
20210102,1,53.14,CompetitorC,55.5,4.4
20190327,155,41.49,CompetitorA,45.91,10.7
20190327,155,41.49,CompetitorB,36.99,-10.8
20190327,155,41.49,CompetitorC,36.72,-11.5
20190327,6,59.88,CompetitorA,65.68,9.7
20190327,6,59.88,CompetitorB,48.42,-19.1
20190327,6,59.88,CompetitorC,62.28,4.0
20190327,149,30.48,CompetitorA,30.31,-0.6
20190327,149,30.48,CompetitorB,32.48,6.6
20190327,149,30.48,CompetitorC,34.28,12.5
20190327,148,32.44,CompetitorA,32.04,-1.2
20190327,148,32.44,CompetitorB,34.88,7.5
20190327,148,32.44,CompetitorC,26.93,-17.0
20190327,153,81.33,CompetitorA,74.79,-8.0
20190327,153,81.33,CompetitorB,70.71,-13.1
20190327,153,81.33,CompetitorC,76.39,-6.1
20190327,67,37.97,CompetitorA,40.67,7.1
20190327,67,37.97,CompetitorB,33.19,-12.6
20190327,67,37.97,CompetitorC,39.8,4.8
20190327,8,56.61,CompetitorA,60.23,6.4
20190327,8,56.61,CompetitorB,45.94,-18.8
20190327,8,56.61,CompetitorC,49.52,-12.5
20190327,76,40.06,CompetitorA,42.73,6.7
20190327,76,40.06,CompetitorB,38.18,-4.7
20190327,76,40.06,CompetitorC,33.71,-15.9
20190327,154,50.12,CompetitorA,51.22,2.2
20190327,154,50.12,CompetitorB,42.74,-14.7
20190327,154,50.12,CompetitorC,47.72,-4.8
20190327,64,58.59,CompetitorA,53.96,-7.9
20190327,64,58.59,CompetitorB,49.55,-15.4
20190327,64,58.59,CompetitorC,67.11,14.5
20190327,2,29.08,CompetitorA,23.34,-19.7
20190327,2,29.08,CompetitorB,25.91,-10.9
20190327,2,29.08,CompetitorC,31.7,9.0
20190327,107,45.85,CompetitorA,41.2,-10.1
20190327,107,45.85,CompetitorB,50.78,10.8
20190327,107,45.85,CompetitorC,41.41,-9.7
20190327,39,41.46,CompetitorA,36.27,-12.5
20190327,39,41.46,CompetitorB,39.47,-4.8
20190327,39,41.46,CompetitorC,42.42,2.3
20190327,1,53.14,CompetitorA,47.59,-10.4
20190327,1,53.14,CompetitorB,51.47,-3.1
20190327,1,53.14,CompetitorC,54.78,3.1
20190327,57,67.16,CompetitorA,54.22,-19.3
20190327,57,67.16,CompetitorB,58.13,-13.4
20190327,57,67.16,CompetitorC,54.08,-19.5
20190327,83,57.47,CompetitorA,65.22,13.5
20190327,83,57.47,CompetitorB,57.15,-0.6
20190327,83,57.47,CompetitorC,62.32,8.4
20190327,111,55.68,CompetitorA,51.36,-7.8
20190327,111,55.68,CompetitorB,58.16,4.5
20190327,111,55.68,CompetitorC,55.23,-0.8
20190327,52,37.7,CompetitorA,34.81,-7.7
20190327,52,37.7,CompetitorB,33.63,-10.8
20190327,52,37.7,CompetitorC,37.15,-1.5
20190327,7,61.43,CompetitorA,51.15,-16.7
20190327,7,61.43,CompetitorB,69.66,13.4
20190327,7,61.43,CompetitorC,56.86,-7.4
20190327,110,67.39,CompetitorA,75.76,12.4
20190327,110,67.39,CompetitorB,61.31,-9.0
20190327,110,67.39,CompetitorC,76.05,12.9
20200706,155,41.49,CompetitorA,42.9,3.4
20200706,155,41.49,CompetitorB,39.12,-5.7
20200706,155,41.49,CompetitorC,40.24,-3.0
20200706,67,37.97,CompetitorA,41.63,9.6
20200706,67,37.97,CompetitorB,39.29,3.5
20200706,67,37.97,CompetitorC,38.67,1.8
20200706,6,59.88,CompetitorA,66.54,11.1
20200706,6,59.88,CompetitorB,51.82,-13.5
20200706,6,59.88,CompetitorC,54.39,-9.2
20200706,52,37.7,CompetitorA,32.14,-14.7
20200706,52,37.7,CompetitorB,38.5,2.1
20200706,52,37.7,CompetitorC,35.04,-7.1
20200706,8,56.61,CompetitorA,56.8,0.3
20200706,8,56.61,CompetitorB,46.25,-18.3
20200706,8,56.61,CompetitorC,53.27,-5.9
20200706,1,53.14,CompetitorA,53.64,0.9
20200706,1,53.14,CompetitorB,54.74,3.0
20200706,1,53.14,CompetitorC,61.05,14.9
20200706,149,30.48,CompetitorA,30.05,-1.4
20200706,149,30.48,CompetitorB,34.9,14.5
20200706,149,30.48,CompetitorC,26.79,-12.1
20200706,57,67.16,CompetitorA,54.71,-18.5
20200706,57,67.16,CompetitorB,68.1,1.4
20200706,57,67.16,CompetitorC,72.92,8.6
20200706,110,67.39,CompetitorA,57.8,-14.2
20200706,110,67.39,CompetitorB,55.73,-17.3
20200706,110,67.39,CompetitorC,58.25,-13.6
20200706,107,45.85,CompetitorA,43.86,-4.3
20200706,107,45.85,CompetitorB,46.98,2.5
20200706,107,45.85,CompetitorC,44.01,-4.0
20200706,111,55.68,CompetitorA,48.8,-12.4
20200706,111,55.68,CompetitorB,51.38,-7.7
20200706,111,55.68,CompetitorC,58.22,4.6
20200706,153,81.33,CompetitorA,73.9,-9.1
20200706,153,81.33,CompetitorB,74.98,-7.8
20200706,153,81.33,CompetitorC,83.13,2.2
20200706,7,61.43,CompetitorA,52.21,-15.0
20200706,7,61.43,CompetitorB,58.31,-5.1
20200706,7,61.43,CompetitorC,55.22,-10.1
20200706,154,50.12,CompetitorA,44.41,-11.4
20200706,154,50.12,CompetitorB,55.08,9.9
20200706,154,50.12,CompetitorC,42.7,-14.8
20200706,64,58.59,CompetitorA,61.75,5.4
20200706,64,58.59,CompetitorB,62.91,7.4
20200706,64,58.59,CompetitorC,62.02,5.9
20200706,76,40.06,CompetitorA,33.65,-16.0
20200706,76,40.06,CompetitorB,41.6,3.8
20200706,76,40.06,CompetitorC,45.55,13.7
20200706,39,41.46,CompetitorA,34.71,-16.3
20200706,39,41.46,CompetitorB,43.39,4.7
20200706,39,41.46,CompetitorC,34.54,-16.7
20200706,46,47.84,CompetitorA,54.96,14.9
20200706,46,47.84,CompetitorB,46.34,-3.1
20200706,46,47.84,CompetitorC,39.0,-18.5
20200706,3,40.19,CompetitorA,40.58,1.0
20200706,3,40.19,CompetitorB,37.49,-6.7
20200706,3,40.19,CompetitorC,33.91,-15.6
20200706,2,29.08,CompetitorA,33.33,14.6
20200706,2,29.08,CompetitorB,28.56,-1.8
20200706,2,29.08,CompetitorC,27.63,-5.0
20190215,46,47.84,CompetitorA,47.13,-1.5
20190215,46,47.84,CompetitorB,39.99,-16.4
20190215,46,47.84,CompetitorC,43.89,-8.3
20190215,2,29.08,CompetitorA,26.62,-8.5
20190215,2,29.08,CompetitorB,32.45,11.6
20190215,2,29.08,CompetitorC,32.87,13.0
20190215,155,41.49,CompetitorA,34.04,-18.0
20190215,155,41.49,CompetitorB,46.18,11.3
20190215,155,41.49,CompetitorC,42.34,2.0
20190215,8,56.61,CompetitorA,48.88,-13.7
20190215,8,56.61,CompetitorB,46.5,-17.9
20190215,8,56.61,CompetitorC,61.03,7.8
20190215,3,40.19,CompetitorA,40.32,0.3
20190215,3,40.19,CompetitorB,45.42,13.0
20190215,3,40.19,CompetitorC,32.82,-18.3
20190215,6,59.88,CompetitorA,52.36,-12.6
20190215,6,59.88,CompetitorB,50.44,-15.8
20190215,6,59.88,CompetitorC,59.41,-0.8
20190215,57,67.16,CompetitorA,57.2,-14.8
20190215,57,67.16,CompetitorB,57.99,-13.7
20190215,57,67.16,CompetitorC,68.92,2.6
20190215,83,57.47,CompetitorA,49.35,-14.1
20190215,83,57.47,CompetitorB,53.55,-6.8
20190215,83,57.47,CompetitorC,63.82,11.0
20190215,154,50.12,CompetitorA,41.64,-16.9
20190215,154,50.12,CompetitorB,43.22,-13.8
20190215,154,50.12,CompetitorC,49.32,-1.6
20190215,52,37.7,CompetitorA,31.55,-16.3
20190215,52,37.7,CompetitorB,38.74,2.8
20190215,52,37.7,CompetitorC,36.76,-2.5
20190215,149,30.48,CompetitorA,25.73,-15.6
20190215,149,30.48,CompetitorB,26.75,-12.2
20190215,149,30.48,CompetitorC,34.37,12.8
20190215,153,81.33,CompetitorA,76.07,-6.5
20190215,153,81.33,CompetitorB,74.83,-8.0
20190215,153,81.33,CompetitorC,80.63,-0.9
20190215,7,61.43,CompetitorA,64.31,4.7
20190215,7,61.43,CompetitorB,67.86,10.5
20190215,7,61.43,CompetitorC,56.72,-7.7
20190215,107,45.85,CompetitorA,41.46,-9.6
20190215,107,45.85,CompetitorB,37.69,-17.8
20190215,107,45.85,CompetitorC,46.26,0.9
20190215,110,67.39,CompetitorA,65.11,-3.4
20190215,110,67.39,CompetitorB,77.05,14.3
20190215,110,67.39,CompetitorC,64.15,-4.8
20190215,64,58.59,CompetitorA,59.56,1.7
20190215,64,58.59,CompetitorB,53.19,-9.2
20190215,64,58.59,CompetitorC,51.74,-11.7
20190215,111,55.68,CompetitorA,62.54,12.3
20190215,111,55.68,CompetitorB,54.79,-1.6
20190215,111,55.68,CompetitorC,48.57,-12.8
20190215,76,40.06,CompetitorA,44.67,11.5
20190215,76,40.06,CompetitorB,36.18,-9.7
20190215,76,40.06,CompetitorC,32.85,-18.0
20190215,67,37.97,CompetitorA,40.15,5.7
20190215,67,37.97,CompetitorB,34.11,-10.2
20190215,67,37.97,CompetitorC,30.47,-19.8
20190215,148,32.44,CompetitorA,33.93,4.6
20190215,148,32.44,CompetitorB,26.3,-18.9
20190215,148,32.44,CompetitorC,29.52,-9.0
20190524,8,56.61,CompetitorA,55.52,-1.9
20190524,8,56.61,CompetitorB,52.63,-7.0
20190524,8,56.61,CompetitorC,61.03,7.8
20190524,155,41.49,CompetitorA,43.19,4.1
20190524,155,41.49,CompetitorB,34.21,-17.5
20190524,155,41.49,CompetitorC,37.36,-10.0
20190524,3,40.19,CompetitorA,33.1,-17.6
20190524,3,40.19,CompetitorB,34.05,-15.3
20190524,3,40.19,CompetitorC,39.75,-1.1
20190524,107,45.85,CompetitorA,49.75,8.5
20190524,107,45.85,CompetitorB,43.21,-5.8
20190524,107,45.85,CompetitorC,42.1,-8.2
20190524,46,47.84,CompetitorA,46.3,-3.2
20190524,46,47.84,CompetitorB,53.34,11.5
20190524,46,47.84,CompetitorC,48.86,2.1
20190524,57,67.16,CompetitorA,67.06,-0.1
20190524,57,67.16,CompetitorB,62.04,-7.6
20190524,57,67.16,CompetitorC,57.49,-14.4
20190524,83,57.47,CompetitorA,61.3,6.7
20190524,83,57.47,CompetitorB,56.43,-1.8
20190524,83,57.47,CompetitorC,46.34,-19.4
20190524,110,67.39,CompetitorA,59.91,-11.1
20190524,110,67.39,CompetitorB,58.84,-12.7
20190524,110,67.39,CompetitorC,63.67,-5.5
20190524,154,50.12,CompetitorA,55.73,11.2
20190524,154,50.12,CompetitorB,51.2,2.2
20190524,154,50.12,CompetitorC,52.9,5.5
20190524,64,58.59,CompetitorA,51.29,-12.5
20190524,64,58.59,CompetitorB,61.71,5.3
20190524,64,58.59,CompetitorC,59.23,1.1
20190524,148,32.44,CompetitorA,32.12,-1.0
20190524,148,32.44,CompetitorB,27.49,-15.3
20190524,148,32.44,CompetitorC,31.18,-3.9
20190524,39,41.46,CompetitorA,39.82,-4.0
20190524,39,41.46,CompetitorB,40.4,-2.6
20190524,39,41.46,CompetitorC,36.4,-12.2
20190524,67,37.97,CompetitorA,42.7,12.5
20190524,67,37.97,CompetitorB,40.09,5.6
20190524,67,37.97,CompetitorC,40.25,6.0
20190524,7,61.43,CompetitorA,55.99,-8.9
20190524,7,61.43,CompetitorB,70.37,14.6
20190524,7,61.43,CompetitorC,60.11,-2.1
20190524,149,30.48,CompetitorA,27.59,-9.5
20190524,149,30.48,CompetitorB,25.4,-16.7
20190524,149,30.48,CompetitorC,32.55,6.8
20190524,52,37.7,CompetitorA,39.1,3.7
20190524,52,37.7,CompetitorB,37.02,-1.8
20190524,52,37.7,CompetitorC,41.18,9.2
20190524,6,59.88,CompetitorA,66.13,10.4
20190524,6,59.88,CompetitorB,49.95,-16.6
20190524,6,59.88,CompetitorC,63.62,6.2
20190524,111,55.68,CompetitorA,63.31,13.7
20190524,111,55.68,CompetitorB,59.89,7.6
20190524,111,55.68,CompetitorC,55.51,-0.3
20190524,2,29.08,CompetitorA,29.53,1.5
20190524,2,29.08,CompetitorB,23.33,-19.8
20190524,2,29.08,CompetitorC,27.33,-6.0
20190524,1,53.14,CompetitorA,59.93,12.8
20190524,1,53.14,CompetitorB,49.88,-6.1
20190524,1,53.14,CompetitorC,43.15,-18.8
20191013,8,56.61,CompetitorA,46.22,-18.4
20191013,8,56.61,CompetitorB,59.04,4.3
20191013,8,56.61,CompetitorC,59.31,4.8
20191013,7,61.43,CompetitorA,54.11,-11.9
20191013,7,61.43,CompetitorB,58.02,-5.6
